Area_m2,YearBuilt,Furnished,Renovated,Location,PropertyType,HasBasement,ParkingSpaces,Bedrooms,Bathrooms,Condition,Price
64.0,1963.0,No,No,Zemun,Stan,Yes,0.0,3,3,Fair,105000
54.9,1966.0,Yes,No,Predgradje,Stan,No,1.0,3,1,Good,67200
82.2,,No,No,Centar,Studio,No,,1,2,Fair,166300
81.6,2018.0,Yes,Yes,Periferia,Stan,No,0.0,3,2,Excellent,127000
92.5,1962.0,Yes,No,Zemun,Kuca,No,1.0,2,1,Fair,165000
33.5,2002.0,Yes,Yes,Zemun,Vila,No,1.0,3,1,Excellent,120700
75.0,1958.0,Yes,No,Vracar,Kuca,No,0.0,1,2,Good,207100
46.8,1993.0,Yes,Yes,Centar,Kuca,Yes,0.0,2,2,Fair,122500
34.5,1975.0,Yes,No,Centar,Stan,No,1.0,3,1,Good,80400
54.3,1968.0,Yes,No,Zemun,Stan,Yes,0.0,2,1,Fair,85400
91.7,1997.0,,No,Novi Beograd,Stan,No,1.0,3,3,Fair,171600
55.7,1979.0,No,No,Predgradje,Kuca,Yes,,3,1,Good,57300
104.1,1981.0,No,No,Vracar,Vila,Yes,2.0,5,2,Poor,301600
78.7,2018.0,Yes,Yes,Centar,Vila,Yes,0.0,2,1,Excellent,368600
55.1,1960.0,No,No,Zemun,Studio,No,0.0,3,1,Poor,52500
94.0,1975.0,Yes,No,Novi Beograd,Studio,No,1.0,4,1,Good,166800
76.1,1975.0,No,No,Vracar,Stan,No,2.0,2,1,,178000
41.7,1966.0,Yes,No,Zemun,Kuca,No,0.0,3,1,Good,80300
111.5,1993.0,No,Yes,Predgradje,Studio,No,0.0,2,1,Good,111600
71.5,1972.0,Yes,No,Periferia,Stan,No,2.0,1,2,Good,90200
65.5,1974.0,No,No,Zemun,Vila,No,0.0,1,1,Good,170300
43.6,1986.0,No,Yes,Zemun,Stan,Yes,0.0,3,2,Good,86300
94.5,2014.0,No,No,Predgradje,Kuca,Yes,2.0,2,2,Fair,121000
77.9,1951.0,Yes,No,Novi Beograd,Kuca,Yes,2.0,1,2,Good,195100
80.7,2023.0,Yes,Yes,Centar,Vila,No,0.0,2,1,Fair,289500
52.3,1981.0,No,No,Novi Beograd,Stan,Yes,3.0,2,2,Poor,95700
85.9,2023.0,Yes,No,Novi Beograd,Kuca,No,1.0,3,2,Good,230600
87.8,2004.0,No,No,Zemun,Kuca,No,,1,1,Good,184500
48.3,1999.0,Yes,No,Zemun,Stan,Yes,1.0,1,1,Good,92300
29.6,2014.0,No,No,Zemun,Studio,No,1.0,2,1,Good,62100
79.5,,No,No,Centar,Kuca,No,1.0,3,2,Fair,204400
25.7,1986.0,No,No,Zemun,Kuca,Yes,3.0,4,2,Fair,72500
68.8,1962.0,Yes,No,Novi Beograd,Stan,No,0.0,3,3,Poor,119900
53.8,2003.0,Yes,Yes,Zemun,Stan,No,,4,2,Good,116200
95.5,1952.0,No,No,Zemun,Kuca,No,1.0,2,1,Good,192000
55.2,1991.0,No,No,Novi Beograd,Stan,Yes,0.0,3,3,Fair,107500
92.7,1989.0,Yes,Yes,Centar,Stan,Yes,1.0,3,2,Good,250200
52.1,2023.0,Yes,No,Centar,Vila,No,1.0,3,1,Good,208600
90.0,2015.0,No,No,Periferia,Kuca,No,2.0,5,3,Good,152400
116.5,2009.0,No,No,Predgradje,Kuca,No,2.0,2,1,Good,155100
38.3,1960.0,No,No,Zemun,Stan,No,1.0,2,1,Good,72400
72.3,1950.0,No,No,Centar,Stan,No,0.0,4,2,Good,171800
133.7,1975.0,No,No,Vracar,Stan,Yes,1.0,2,3,Fair,280800
66.7,1991.0,Yes,Yes,Zemun,Stan,No,1.0,1,1,Fair,105300
66.5,2011.0,Yes,No,Periferia,Kuca,Yes,0.0,2,2,Fair,105300
84.7,2010.0,Yes,No,Centar,Kuca,No,1.0,2,1,Good,264800
66.0,2011.0,No,No,Centar,Stan,No,1.0,2,2,Excellent,194000
22.3,2023.0,No,No,Zemun,Stan,No,1.0,5,1,Good,44300
93.3,1961.0,Yes,Yes,Novi Beograd,Stan,No,3.0,2,3,Fair,181800
20.0,1976.0,Yes,Yes,Novi Beograd,Stan,No,,3,3,,46700
54.6,2016.0,Yes,No,Centar,Stan,Yes,1.0,2,1,Excellent,160300
95.2,1977.0,No,No,Vracar,Vila,No,1.0,2,3,Excellent,411100
56.1,2015.0,No,No,Periferia,Kuca,No,1.0,2,3,Good,99600
47.7,1977.0,No,No,Predgradje,Kuca,No,0.0,3,1,Excellent,71000
87.0,1970.0,Yes,Yes,Zemun,Stan,No,0.0,2,3,Poor,130500
43.7,1956.0,No,Yes,Vracar,Vila,Yes,0.0,3,3,Fair,151100
34.4,1963.0,Yes,Yes,Centar,Kuca,No,2.0,3,1,,83600
71.9,1988.0,No,No,Vracar,Studio,No,2.0,2,1,Good,135800
60.4,2022.0,Yes,Yes,Novi Beograd,Stan,Yes,0.0,1,1,Poor,106000
33.9,2011.0,Yes,No,Zemun,Vila,No,0.0,1,1,Good,94400
80.9,1961.0,Yes,No,Novi Beograd,Studio,Yes,0.0,3,1,Good,145400
76.6,1987.0,No,No,Novi Beograd,Studio,No,0.0,4,1,Fair,141900
56.0,2007.0,No,No,Centar,Stan,No,0.0,3,3,Excellent,175600
57.7,2005.0,Yes,No,Novi Beograd,Stan,Yes,0.0,2,2,Fair,122100
76.8,1988.0,Yes,No,Centar,Stan,No,,4,3,Good,210200
94.8,1953.0,No,No,Centar,Stan,No,0.0,2,3,Good,236500
57.9,1997.0,Yes,No,Predgradje,Studio,Yes,1.0,2,1,Poor,47200
81.4,1956.0,Yes,No,Vracar,Stan,No,0.0,3,2,Good,201900
79.1,2009.0,Yes,No,Vracar,Stan,No,2.0,2,1,Excellent,235300
87.0,1989.0,,No,Periferia,Stan,Yes,3.0,5,2,Excellent,152700
66.0,1957.0,Yes,No,Predgradje,Stan,No,1.0,2,1,Excellent,86400
42.2,2007.0,No,No,Zemun,Stan,No,0.0,1,1,Fair,64100
53.4,,Yes,No,Periferia,Studio,No,0.0,2,1,Good,59000
73.6,,Yes,No,Novi Beograd,Kuca,Yes,0.0,3,2,Poor,150900
110.5,2022.0,Yes,No,Novi Beograd,Stan,No,0.0,3,3,Fair,221000
52.9,1962.0,No,No,Vracar,Stan,No,1.0,5,1,Poor,88400
85.1,1988.0,Yes,No,Zemun,Stan,No,1.0,3,2,Fair,145900
56.8,1970.0,No,No,Zemun,Stan,Yes,,3,2,Excellent,133500
67.8,1996.0,Yes,Yes,Novi Beograd,Kuca,No,2.0,2,1,Fair,147600
102.9,,Yes,Yes,Centar,Kuca,Yes,0.0,1,2,Good,297000
84.1,,No,No,Zemun,Kuca,No,0.0,3,1,Good,157100
34.0,1979.0,No,Yes,Centar,Kuca,Yes,1.0,4,1,Good,83200
50.7,2004.0,Yes,No,Zemun,Stan,Yes,0.0,3,1,Excellent,119400
96.4,1989.0,No,Yes,Zemun,Vila,No,1.0,2,2,Fair,231000
68.5,1973.0,No,Yes,Zemun,Studio,Yes,3.0,3,1,Good,125300
36.3,1991.0,Yes,No,Periferia,Vila,No,2.0,2,1,Good,71000
44.5,1977.0,No,No,Periferia,Stan,No,0.0,1,2,Poor,46200
82.6,2000.0,Yes,No,Vracar,Vila,No,1.0,3,1,Good,299600
89.9,1971.0,No,Yes,Zemun,Studio,Yes,1.0,3,1,Excellent,166600
65.4,2023.0,No,No,Zemun,Studio,No,3.0,2,3,Poor,84400
126.9,2023.0,Yes,Yes,Centar,Stan,No,3.0,3,2,Poor,263100
85.6,1957.0,Yes,Yes,Centar,Kuca,No,0.0,2,1,Fair,229500
58.9,1963.0,Yes,Yes,Novi Beograd,Vila,No,2.0,2,1,Good,209600
44.6,1994.0,No,No,Vracar,Kuca,No,0.0,3,2,Good,123700
40.6,1987.0,No,No,Zemun,Kuca,No,0.0,2,2,Good,83100
73.4,1981.0,Yes,No,Periferia,Vila,Yes,1.0,3,2,Good,158400
52.8,2011.0,Yes,No,Centar,Stan,No,0.0,3,2,Excellent,165200
106.8,2016.0,Yes,No,Centar,Kuca,No,2.0,4,2,Good,320600
101.7,2010.0,No,No,Predgradje,Stan,Yes,0.0,4,1,Excellent,133200
80.8,1962.0,No,Yes,Centar,Vila,Yes,2.0,2,1,Excellent,378300
35.5,1996.0,No,No,Vracar,Stan,Yes,3.0,2,2,Good,88600
48.2,2003.0,Yes,Yes,Zemun,Kuca,Yes,2.0,3,1,Good,120500
96.4,2020.0,No,No,Vracar,Kuca,Yes,0.0,2,3,Excellent,320400
50.9,2001.0,No,No,Centar,Studio,Yes,1.0,3,2,Excellent,145500
93.1,2021.0,No,No,Centar,Kuca,Yes,1.0,1,1,Poor,212800
76.9,1974.0,Yes,No,Centar,Vila,No,2.0,3,2,Poor,218800
66.3,1972.0,No,No,Zemun,Vila,No,,2,2,Excellent,203100
47.4,2023.0,Yes,No,Vracar,Stan,No,1.0,2,2,,118500
62.6,1979.0,Yes,No,Novi Beograd,Stan,No,2.0,5,2,Excellent,169600
69.7,1960.0,No,Yes,Zemun,Stan,No,2.0,2,2,Good,142000
90.8,1984.0,No,No,Periferia,Stan,No,3.0,3,3,Fair,98300
42.9,1976.0,No,No,Centar,Kuca,No,0.0,3,3,Poor,95000
58.4,2016.0,Yes,Yes,Vracar,Vila,Yes,,1,1,Fair,204600
66.1,1996.0,No,No,Zemun,Studio,No,1.0,3,2,Fair,96500
81.6,1999.0,Yes,Yes,Novi Beograd,Stan,No,0.0,2,3,Good,188200
42.3,1957.0,Yes,Yes,Novi Beograd,Stan,No,0.0,3,2,Good,100400
32.1,2004.0,No,No,Zemun,Kuca,Yes,0.0,3,2,Excellent,93900
81.8,1991.0,Yes,No,Periferia,Kuca,No,2.0,2,2,Good,139900
27.1,2016.0,No,No,Periferia,Stan,Yes,2.0,2,1,Good,58200
97.1,1969.0,Yes,No,Zemun,Studio,No,0.0,3,1,Good,145000
61.1,1994.0,Yes,Yes,Zemun,Vila,No,0.0,3,2,Good,188300
26.3,1984.0,No,No,Novi Beograd,Stan,No,0.0,3,2,Good,49000
53.0,1969.0,No,No,Zemun,Studio,Yes,1.0,2,1,Poor,70700
74.5,1973.0,No,No,Vracar,Stan,No,2.0,3,1,Poor,136800
51.7,2006.0,Yes,Yes,Centar,Kuca,Yes,0.0,2,1,Poor,143600
65.5,2004.0,No,Yes,Zemun,Stan,Yes,1.0,3,3,Fair,124500
83.5,1958.0,Yes,No,Zemun,Stan,No,0.0,1,2,Good,152400
59.9,1965.0,Yes,No,Novi Beograd,Vila,No,3.0,2,2,Fair,168100
41.6,2004.0,No,No,Predgradje,Stan,No,,3,1,Excellent,68200
57.5,2021.0,Yes,Yes,Centar,Kuca,No,2.0,2,2,Excellent,219800
100.4,2007.0,No,No,Novi Beograd,Stan,Yes,0.0,4,3,,276600
107.1,2013.0,No,No,Centar,Stan,No,1.0,3,2,Excellent,323600
20.0,1998.0,No,No,Periferia,Stan,No,0.0,4,1,Fair,23400
92.3,1978.0,Yes,Yes,Zemun,Stan,No,1.0,2,2,Good,176200
71.3,1956.0,No,Yes,Novi Beograd,Kuca,No,0.0,1,1,,156100
88.1,2018.0,Yes,No,Zemun,Stan,No,2.0,3,1,Excellent,205100
51.2,1951.0,Yes,Yes,Novi Beograd,Kuca,No,1.0,2,1,Excellent,157500
20.8,1982.0,Yes,No,Periferia,Kuca,No,1.0,2,1,Excellent,38000
79.6,1997.0,No,No,Vracar,Kuca,No,2.0,3,1,Good,218700
41.5,1986.0,Yes,No,Vracar,Stan,No,1.0,3,2,Good,97400
30.3,1979.0,No,No,Predgradje,Vila,No,0.0,1,1,Poor,54600
32.0,1990.0,Yes,No,Novi Beograd,Stan,Yes,,3,3,Poor,66500
80.0,1953.0,Yes,Yes,Centar,Stan,Yes,3.0,2,1,Good,228500
68.5,1988.0,No,Yes,Zemun,Stan,No,1.0,3,3,Good,124600
84.6,,Yes,No,Predgradje,Stan,Yes,1.0,2,1,Excellent,114800
81.7,1999.0,No,Yes,Novi Beograd,Stan,No,,2,2,Poor,140000
54.5,1986.0,No,Yes,Centar,Kuca,No,1.0,3,1,Excellent,200000
63.2,2002.0,No,No,Novi Beograd,Stan,No,3.0,3,2,Good,148800
52.2,1974.0,Yes,No,Vracar,Stan,No,0.0,2,3,,139000
59.7,1980.0,No,No,Centar,Studio,Yes,1.0,3,2,Excellent,163700
40.8,1987.0,No,No,Zemun,Stan,No,0.0,2,1,Excellent,88700
74.8,2007.0,No,Yes,Predgradje,Stan,Yes,1.0,4,1,Fair,91000
91.9,,Yes,Yes,Vracar,Stan,No,0.0,3,1,Excellent,277500
44.6,1999.0,No,No,Novi Beograd,Studio,No,0.0,3,1,Fair,83000
97.0,1953.0,,Yes,Vracar,Stan,No,0.0,2,3,Poor,183600
67.8,2001.0,Yes,Yes,Centar,Stan,Yes,0.0,2,1,Good,186100
71.0,1980.0,No,No,Periferia,Kuca,No,0.0,2,1,Excellent,137000
22.5,,No,No,Vracar,Kuca,Yes,2.0,2,1,Good,62900
20.0,1950.0,No,Yes,Novi Beograd,Kuca,No,,2,1,Excellent,59100
68.6,1992.0,Yes,No,Zemun,Studio,No,1.0,2,3,Good,116300
84.7,2008.0,No,No,Vracar,Stan,Yes,0.0,3,1,Fair,181500
48.2,2010.0,Yes,No,Zemun,Stan,No,0.0,1,1,Excellent,108000
106.8,1990.0,No,Yes,Centar,Stan,No,2.0,4,2,Poor,204500
83.4,1967.0,Yes,No,Periferia,Stan,No,2.0,2,1,Excellent,148400
42.3,2009.0,Yes,No,Predgradje,Stan,No,2.0,5,1,Fair,65500
65.8,2018.0,Yes,Yes,Zemun,Stan,No,1.0,5,2,Good,127800
126.9,2008.0,No,No,Predgradje,Kuca,No,,2,3,Good,170500
33.9,1991.0,No,No,Centar,Kuca,No,0.0,5,2,Fair,100700
78.2,1985.0,Yes,No,Vracar,Stan,No,1.0,4,3,Good,194200
56.9,1989.0,Yes,No,Zemun,Kuca,No,2.0,1,2,Fair,5000
82.7,1979.0,Yes,No,Zemun,Stan,No,2.0,4,1,Fair,146800
96.7,1960.0,No,No,Vracar,Stan,No,0.0,1,1,Fair,186000
55.3,1974.0,No,No,Novi Beograd,Kuca,No,0.0,2,2,Good,153300
93.0,1994.0,Yes,Yes,Centar,Stan,No,0.0,3,1,Good,226000
120.5,2000.0,No,Yes,Novi Beograd,Stan,No,2.0,1,1,Good,257500
66.7,1992.0,Yes,Yes,Centar,Stan,No,0.0,2,3,Excellent,219400
84.6,2015.0,Yes,No,Zemun,Vila,Yes,1.0,5,1,Good,252400
50.2,1996.0,Yes,Yes,Novi Beograd,Kuca,No,2.0,5,2,Good,156600
65.5,1973.0,,No,Centar,Stan,No,2.0,3,2,Good,169700
60.6,1986.0,No,Yes,Zemun,Studio,No,0.0,3,2,Good,91100
84.9,2005.0,No,No,Zemun,Kuca,No,0.0,4,1,Good,180400
95.1,1995.0,Yes,No,Periferia,Kuca,No,2.0,1,2,,124700
62.3,,No,Yes,Zemun,Studio,No,1.0,4,1,Excellent,116300
103.3,2001.0,Yes,No,Novi Beograd,Stan,No,1.0,2,2,Good,221600
103.3,1964.0,No,No,Periferia,Stan,No,0.0,4,2,Fair,124800
86.2,1994.0,No,Yes,Vracar,Kuca,Yes,2.0,3,3,Good,243200
52.1,2007.0,No,No,Centar,Kuca,No,2.0,5,1,Poor,122800
49.7,2016.0,Yes,No,Zemun,Kuca,No,2.0,4,2,Fair,102400
44.7,2022.0,No,No,Predgradje,Kuca,No,,4,2,,54000
88.7,2021.0,No,Yes,Novi Beograd,Vila,No,0.0,3,2,Good,294800
34.7,2022.0,Yes,No,Novi Beograd,Vila,Yes,0.0,4,1,Good,122000
81.9,1990.0,No,No,Centar,Studio,No,2.0,3,1,Excellent,221600
38.0,2014.0,No,No,Centar,Studio,Yes,0.0,2,2,Poor,59700
85.6,1989.0,No,No,Vracar,Vila,No,0.0,3,3,Good,295500
65.4,1954.0,No,No,Zemun,Stan,No,0.0,1,1,Good,112400
98.3,1977.0,Yes,Yes,Centar,Stan,Yes,2.0,4,3,Fair,234900
93.5,1987.0,No,Yes,Predgradje,Stan,No,,1,2,Good,119300
100.9,1967.0,No,Yes,Periferia,Studio,No,2.0,5,3,Poor,90400
101.5,1986.0,Yes,No,Zemun,Kuca,No,1.0,2,1,Fair,191900
68.6,1976.0,Yes,Yes,Periferia,Kuca,No,3.0,2,2,Good,112900
36.0,1974.0,Yes,No,Centar,Stan,No,,4,2,Good,105900
38.7,2018.0,Yes,Yes,Vracar,Stan,No,2.0,1,2,Fair,88700
20.0,1976.0,No,No,Zemun,Kuca,No,1.0,2,2,Fair,52900
37.9,,Yes,No,Periferia,Stan,No,1.0,3,1,Fair,54600
66.7,1956.0,Yes,No,Periferia,Stan,No,0.0,2,2,,77400
51.0,1976.0,Yes,No,Novi Beograd,Stan,Yes,0.0,3,1,Fair,87800
60.5,2008.0,No,No,Predgradje,Stan,No,0.0,3,1,Good,81800
77.3,2021.0,Yes,Yes,Centar,Kuca,No,0.0,5,1,Good,244100
57.4,1980.0,Yes,Yes,Periferia,Stan,No,1.0,1,1,Good,74100
37.0,2017.0,Yes,Yes,Predgradje,Kuca,Yes,0.0,2,2,Good,57700
63.7,1953.0,No,No,Centar,Stan,Yes,0.0,3,2,Good,147100
42.5,1967.0,Yes,No,Zemun,Studio,No,2.0,2,1,Fair,55700
58.2,2012.0,No,Yes,Centar,Stan,Yes,2.0,2,2,Poor,126300
98.6,2001.0,Yes,Yes,Vracar,Kuca,No,3.0,2,1,Excellent,347500
58.2,2012.0,Yes,No,Vracar,Kuca,No,1.0,3,1,Poor,146600
109.3,1994.0,Yes,Yes,Zemun,Stan,No,2.0,4,2,Fair,197800
100.8,1961.0,Yes,No,Predgradje,Studio,Yes,2.0,2,1,,63500
50.5,1957.0,Yes,Yes,Zemun,Kuca,No,1.0,2,2,Good,128600
37.2,1971.0,Yes,No,Vracar,Stan,No,0.0,3,1,Good,73400
63.7,1990.0,Yes,No,Periferia,Stan,Yes,0.0,1,2,Excellent,115500
93.8,1990.0,No,No,Predgradje,Vila,No,0.0,3,1,Excellent,183300
52.7,2006.0,,Yes,Centar,Studio,No,2.0,2,1,Good,137000
87.7,1981.0,No,Yes,Predgradje,Stan,No,1.0,2,1,Good,93700
95.2,,No,No,Centar,Stan,Yes,1.0,2,2,Fair,232700
45.6,1955.0,,No,Periferia,Studio,Yes,0.0,2,1,Fair,56400
48.1,1988.0,Yes,No,Novi Beograd,Kuca,No,0.0,4,1,Fair,115400
82.8,1958.0,No,No,Centar,Studio,No,1.0,4,1,Fair,159300
68.8,1981.0,Yes,Yes,Vracar,Stan,No,1.0,3,1,Fair,162600
47.8,1985.0,Yes,No,Zemun,Kuca,Yes,1.0,3,1,Fair,108900
56.2,1965.0,Yes,No,Novi Beograd,Stan,No,0.0,1,1,Fair,102200
63.2,1961.0,No,No,Centar,Stan,No,,3,3,Excellent,186600
25.9,1990.0,Yes,No,Zemun,Kuca,No,3.0,3,1,Good,59400
84.1,2016.0,No,Yes,Predgradje,Vila,No,2.0,1,1,Excellent,156800
53.0,2007.0,Yes,No,Novi Beograd,Stan,No,0.0,2,3,Good,128400
20.0,1958.0,No,No,Novi Beograd,Stan,Yes,1.0,2,1,Good,43700
64.4,1966.0,No,Yes,Vracar,Kuca,No,0.0,2,2,Fair,155000
46.5,1954.0,No,Yes,Centar,Kuca,Yes,1.0,3,1,Fair,124200
107.2,1975.0,No,No,Periferia,Studio,No,1.0,4,3,Fair,118400
50.4,1950.0,No,Yes,Periferia,Studio,No,0.0,3,3,Excellent,65500
37.6,1950.0,No,No,Zemun,Stan,No,2.0,2,1,Excellent,86300
77.7,1984.0,Yes,Yes,Novi Beograd,Vila,No,1.0,2,1,Poor,194300
48.5,1958.0,Yes,No,Periferia,Studio,Yes,3.0,2,1,Fair,49500
45.5,1987.0,No,No,Zemun,Studio,Yes,0.0,3,3,Good,80400
77.7,1953.0,Yes,Yes,Periferia,Kuca,No,0.0,2,1,Fair,103000
39.0,2001.0,,No,Zemun,Studio,No,1.0,2,3,Good,64200
28.6,1968.0,Yes,No,Periferia,Stan,No,1.0,3,2,Fair,45800
108.1,1954.0,No,Yes,Zemun,Stan,No,1.0,2,1,Good,196000
79.5,1997.0,Yes,Yes,Vracar,Studio,No,3.0,1,2,Fair,158100
58.4,2012.0,Yes,No,Predgradje,Stan,Yes,1.0,1,1,Good,69800
64.9,1987.0,Yes,No,Vracar,Stan,Yes,1.0,2,2,,124200
77.6,2001.0,No,No,Zemun,Studio,Yes,2.0,3,1,Good,124800
89.3,1995.0,Yes,No,Novi Beograd,Studio,No,1.0,2,1,Excellent,206100
46.1,1958.0,No,Yes,Zemun,Stan,No,1.0,1,1,Fair,72100
74.2,1999.0,No,No,Zemun,Studio,No,1.0,2,2,Excellent,138500
52.3,2023.0,No,No,Centar,Kuca,No,1.0,1,2,Excellent,179700
60.3,2015.0,Yes,No,Centar,Kuca,No,0.0,4,2,Excellent,223500
69.0,1987.0,Yes,No,Zemun,Studio,No,0.0,2,3,Good,104700
64.8,1976.0,No,No,Periferia,Stan,No,,1,2,Good,77500
83.4,1969.0,Yes,No,Vracar,Stan,No,,3,2,Excellent,231300
77.2,2011.0,No,No,Novi Beograd,Stan,No,2.0,2,1,Poor,138600
27.3,2023.0,No,No,Zemun,Kuca,No,0.0,3,1,Good,66500
31.1,1965.0,Yes,No,Centar,Kuca,Yes,0.0,2,1,Excellent,92400
55.8,1962.0,No,No,Vracar,Studio,No,1.0,5,1,Good,107100
110.7,1969.0,No,No,Centar,Studio,No,1.0,5,2,Excellent,299800
43.7,1973.0,No,Yes,Centar,Kuca,No,,3,2,Good,143000
59.8,1999.0,No,No,Novi Beograd,Studio,Yes,1.0,3,3,,132000
51.6,1956.0,No,No,Novi Beograd,Stan,Yes,2.0,2,1,Good,121400
51.1,1978.0,Yes,No,Centar,Stan,Yes,1.0,5,2,Good,129400
69.5,1954.0,No,Yes,Novi Beograd,Studio,Yes,1.0,2,3,Good,127900
100.0,1984.0,No,Yes,Vracar,Stan,No,2.0,2,1,Excellent,280200
76.4,2014.0,No,Yes,Vracar,Stan,Yes,0.0,1,1,Excellent,230400
44.9,2019.0,,Yes,Novi Beograd,Kuca,No,2.0,2,3,Excellent,152400
133.8,2023.0,Yes,Yes,Periferia,Stan,No,1.0,3,2,Good,201500
67.0,1956.0,Yes,No,Centar,Studio,No,2.0,2,2,Fair,116300
50.6,1993.0,Yes,No,Vracar,Stan,Yes,0.0,3,3,Poor,105700
100.3,2021.0,No,No,Centar,Stan,No,2.0,2,2,Excellent,325900
53.3,1962.0,No,Yes,Centar,Stan,Yes,1.0,4,1,Good,145400
106.6,1987.0,No,No,Zemun,Kuca,Yes,1.0,3,2,Fair,221900
43.2,1962.0,Yes,No,Zemun,Stan,No,,3,2,,79700
100.8,2003.0,No,Yes,Periferia,Kuca,No,,3,1,,217100
70.0,1993.0,Yes,No,Zemun,Studio,Yes,1.0,4,2,Excellent,139500
97.3,1962.0,,No,Predgradje,Vila,No,1.0,1,1,Excellent,190400
112.5,1974.0,No,No,Centar,Stan,Yes,2.0,1,2,Good,283100
36.7,1973.0,Yes,No,Centar,Stan,No,0.0,3,1,Good,81700
96.9,1978.0,Yes,Yes,Centar,Kuca,No,0.0,3,1,Fair,252800
29.8,2019.0,Yes,No,Centar,Vila,No,2.0,2,2,Poor,99000
38.8,1967.0,No,Yes,Vracar,Vila,Yes,0.0,2,2,,158800
44.9,1954.0,No,No,Zemun,Stan,No,2.0,2,3,Poor,62000
77.6,1967.0,Yes,No,Centar,Kuca,No,1.0,2,3,Good,210400
65.8,2012.0,Yes,Yes,Predgradje,Stan,Yes,,4,1,Good,88100
60.8,1986.0,No,Yes,Periferia,Stan,No,0.0,2,1,Good,87500
68.7,2020.0,,Yes,Novi Beograd,Stan,No,2.0,3,1,,187300
79.8,2004.0,No,Yes,Centar,Stan,No,2.0,3,1,Poor,160800
81.7,2022.0,No,Yes,Centar,Stan,No,1.0,1,2,Good,216400
92.4,1961.0,No,No,Centar,Stan,Yes,1.0,1,1,Poor,171100
110.5,2001.0,No,No,Centar,Kuca,No,0.0,2,1,Poor,243000
64.5,2006.0,No,No,Vracar,Stan,No,2.0,3,1,Good,145200
52.0,1995.0,No,No,Novi Beograd,Kuca,Yes,1.0,2,1,Poor,93500
80.3,1993.0,No,No,Novi Beograd,Stan,No,0.0,1,2,Good,164100
36.4,1973.0,Yes,No,Predgradje,Stan,No,2.0,2,2,Good,43000
48.0,1958.0,No,Yes,Zemun,Stan,No,2.0,1,1,Poor,81900
90.0,1961.0,No,No,Predgradje,Stan,No,0.0,2,1,Poor,72100
61.9,1958.0,No,Yes,Centar,Kuca,No,2.0,2,2,Good,170800
34.8,1971.0,Yes,Yes,Novi Beograd,Stan,Yes,2.0,1,2,Excellent,104400
27.8,1966.0,No,No,Zemun,Kuca,Yes,3.0,3,1,Good,61400
66.2,1982.0,No,No,Centar,Stan,No,0.0,2,1,Good,160900
93.5,1996.0,Yes,No,Centar,Kuca,No,1.0,3,1,Good,271900
93.2,1964.0,No,No,Zemun,Studio,No,3.0,3,1,Good,144400
67.8,1982.0,No,Yes,Zemun,Stan,No,0.0,4,2,Fair,102200
115.2,1964.0,Yes,No,Vracar,Stan,No,1.0,1,1,Good,267600
62.4,1976.0,Yes,Yes,Vracar,Stan,No,1.0,2,2,Good,156800
61.5,2010.0,No,Yes,Vracar,Kuca,Yes,1.0,4,3,,177500
20.0,2017.0,No,Yes,Centar,Stan,No,0.0,4,2,Good,58100
53.8,1997.0,Yes,No,Novi Beograd,Kuca,No,2.0,2,1,,158800
86.3,1957.0,Yes,No,Centar,Kuca,No,0.0,1,1,Fair,217300
104.1,1955.0,Yes,No,Centar,Vila,Yes,1.0,4,1,Excellent,479100
44.2,2012.0,Yes,No,Predgradje,Kuca,No,1.0,2,2,Good,62100
76.6,1951.0,Yes,No,Zemun,Kuca,No,0.0,4,1,Good,162800
91.2,1971.0,No,No,Zemun,Stan,Yes,0.0,5,1,Poor,135300
65.3,1970.0,No,No,Novi Beograd,Vila,No,3.0,2,1,Good,210200
20.0,1955.0,No,No,Novi Beograd,Studio,No,1.0,4,1,Good,34000
71.2,2019.0,Yes,No,Novi Beograd,Stan,No,1.0,2,2,Good,154700
84.0,1962.0,No,No,Centar,Studio,No,2.0,3,3,,134300
41.3,1950.0,Yes,No,Centar,Stan,Yes,0.0,2,3,Good,106400
58.6,1971.0,No,No,Periferia,Studio,No,1.0,1,2,Poor,54500
36.1,1973.0,No,No,Zemun,Studio,Yes,0.0,3,1,Excellent,67300
20.0,2013.0,No,No,Vracar,Stan,No,1.0,2,1,Excellent,63500
90.7,1990.0,Yes,No,Vracar,Kuca,Yes,0.0,4,1,Poor,181300
64.9,1971.0,No,No,Predgradje,Stan,No,2.0,2,1,Excellent,87100
104.9,2010.0,No,Yes,Centar,Stan,Yes,1.0,1,2,Excellent,323200
86.4,1961.0,No,Yes,Novi Beograd,Stan,Yes,1.0,2,3,Good,207200
56.1,1953.0,No,No,Novi Beograd,Kuca,No,1.0,4,2,Good,153700
62.9,,No,Yes,Periferia,Stan,No,,2,2,Good,97800
79.2,1982.0,,No,Predgradje,Stan,No,2.0,4,2,Good,87900
89.2,1970.0,No,No,Novi Beograd,Kuca,Yes,0.0,2,1,Fair,204600
73.1,2022.0,Yes,Yes,Periferia,Stan,No,1.0,2,3,Fair,85100
92.6,2021.0,Yes,Yes,Periferia,Stan,No,0.0,4,2,Good,149100
57.6,2023.0,Yes,No,Novi Beograd,Stan,No,3.0,1,1,Fair,124500
40.1,,No,No,Novi Beograd,Stan,No,1.0,2,1,Excellent,95700
